scenarioId,sampleIndex,schema,appSchema,mode,publicDemo,readyToInputMs,startupCompleteMs,cacheHits,cacheMisses,cacheErrors,transferBytes,encodedBytes,firstKeyMedianMs,firstKeyP95Ms
tracked-luna-cold,0,luna_pinyin,luna_pinyin,real-worker-cold,false,867,266,0,0,0,5451094,5449894,44,163
tracked-luna-cold,1,luna_pinyin,luna_pinyin,real-worker-cold,false,839,249,0,0,0,5451094,5449894,87,155
tracked-luna-cold,2,luna_pinyin,luna_pinyin,real-worker-cold,false,836,252,0,0,0,5451094,5449894,67,169
tracked-luna-cold,3,luna_pinyin,luna_pinyin,real-worker-cold,false,859,253,0,0,0,5451094,5449894,42,102
tracked-luna-cold,4,luna_pinyin,luna_pinyin,real-worker-cold,false,846,256,0,0,0,5451094,5449894,88,153
tracked-luna-cold,5,luna_pinyin,luna_pinyin,real-worker-cold,false,850,242,0,0,0,5451094,5449894,98,231
tracked-luna-cold,6,luna_pinyin,luna_pinyin,real-worker-cold,false,843,242,0,0,0,5451094,5449894,87,170
tracked-luna-cold,7,luna_pinyin,luna_pinyin,real-worker-cold,false,932,316,0,0,0,5451094,5449894,68,179
tracked-luna-cold,8,luna_pinyin,luna_pinyin,real-worker-cold,false,858,250,0,0,0,5451094,5449894,49,235
tracked-luna-cold,9,luna_pinyin,luna_pinyin,real-worker-cold,false,835,236,0,0,0,5451094,5449894,86,186
tracked-luna-warm-reload,0,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,268,203,0,0,0,0,5468922,89,138
tracked-luna-warm-reload,1,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,266,207,0,0,0,0,5449894,55,139
tracked-luna-warm-reload,2,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,252,200,0,0,0,0,5449882,90,157
tracked-luna-warm-reload,3,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,268,203,0,0,0,0,5449894,71,137
tracked-luna-warm-reload,4,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,267,203,0,0,0,0,5468922,90,187
tracked-luna-warm-reload,5,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,266,202,0,0,0,0,5449894,90,138
tracked-luna-warm-reload,6,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,270,205,0,0,0,0,5449894,89,138
tracked-luna-warm-reload,7,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,268,204,0,0,0,0,5449894,88,220
tracked-luna-warm-reload,8,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,267,204,0,0,0,0,5449894,54,135
tracked-luna-warm-reload,9,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,268,208,0,0,0,0,5449894,71,105
tracked-luna-warm-reload,10,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,268,202,0,0,0,0,5449894,89,205
tracked-luna-warm-reload,11,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,252,200,0,0,0,0,5449894,88,140
tracked-luna-warm-reload,12,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,252,202,0,0,0,0,5449894,48,215
tracked-luna-warm-reload,13,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,267,209,0,0,0,0,5449894,72,137
tracked-luna-warm-reload,14,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,266,205,0,0,0,0,5449894,87,139
tracked-luna-warm-reload,15,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,268,208,0,0,0,0,5449894,86,172
tracked-luna-warm-reload,16,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,251,200,0,0,0,0,5449894,90,188
tracked-luna-warm-reload,17,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,251,201,0,0,0,0,5449894,88,157
tracked-luna-warm-reload,18,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,265,204,0,0,0,0,5449894,54,119
tracked-luna-warm-reload,19,luna_pinyin,luna_pinyin,real-worker-warm-reload,false,251,201,0,0,0,0,5449894,88,204
tracked-luna-warm-new-page,0,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,306,208,0,0,0,0,5449894,90,173
tracked-luna-warm-new-page,1,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,306,204,0,0,0,0,5449894,88,222
tracked-luna-warm-new-page,2,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,307,209,0,0,0,0,5449894,90,219
tracked-luna-warm-new-page,3,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,304,203,0,0,0,0,5449894,89,189
tracked-luna-warm-new-page,4,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,322,209,0,0,0,0,5449894,52,151
tracked-luna-warm-new-page,5,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,322,210,0,0,0,0,5449894,67,170
tracked-luna-warm-new-page,6,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,321,205,0,0,0,0,5449894,87,236
tracked-luna-warm-new-page,7,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,303,201,0,0,0,0,5449894,54,137
tracked-luna-warm-new-page,8,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,306,205,0,0,0,0,5449894,88,220
tracked-luna-warm-new-page,9,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,304,200,0,0,0,0,5449894,55,122
tracked-luna-warm-new-page,10,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,318,207,0,0,0,0,5449894,86,136
tracked-luna-warm-new-page,11,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,322,221,0,0,0,0,5449894,90,220
tracked-luna-warm-new-page,12,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,304,205,0,0,0,0,5449894,53,136
tracked-luna-warm-new-page,13,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,319,205,0,0,0,0,5449894,89,155
tracked-luna-warm-new-page,14,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,306,202,0,0,0,0,5449894,55,138
tracked-luna-warm-new-page,15,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,305,202,0,0,0,0,5449894,88,137
tracked-luna-warm-new-page,16,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,306,206,0,0,0,0,5449894,55,121
tracked-luna-warm-new-page,17,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,305,198,0,0,0,0,5449894,88,153
tracked-luna-warm-new-page,18,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,323,212,0,0,0,0,5449894,90,188
tracked-luna-warm-new-page,19,luna_pinyin,luna_pinyin,real-worker-warm-new-page,false,306,206,0,0,0,0,5449894,88,121
tracked-jyut-cold,0,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1254,647,0,0,0,34862027,34860827,25,46
tracked-jyut-cold,1,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1235,644,0,0,0,34862027,34860827,24,60
tracked-jyut-cold,2,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1234,644,0,0,0,34862027,34860827,27,63
tracked-jyut-cold,3,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1261,644,0,0,0,34862027,34860827,25,41
tracked-jyut-cold,4,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1212,626,0,0,0,34862027,34860827,27,42
tracked-jyut-cold,5,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1330,720,0,0,0,34862027,34860827,25,47
tracked-jyut-cold,6,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1244,651,0,0,0,34862027,34860827,26,40
tracked-jyut-cold,7,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1256,646,0,0,0,34862027,34860827,26,63
tracked-jyut-cold,8,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1276,674,0,0,0,34862027,34860827,27,42
tracked-jyut-cold,9,jyut6ping3_mobile,jyut6ping3,real-worker-cold,false,1269,657,0,0,0,34862004,34860804,26,43
tracked-jyut-warm-reload,0,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,631,571,0,0,0,0,35142383,26,61
tracked-jyut-warm-reload,1,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,636,584,0,0,0,0,35142383,26,42
tracked-jyut-warm-reload,2,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,666,600,0,0,0,0,35142383,26,60
tracked-jyut-warm-reload,3,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,633,576,0,0,0,0,35142383,27,65
tracked-jyut-warm-reload,4,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,615,547,0,0,0,0,35142383,26,42
tracked-jyut-warm-reload,5,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,648,583,0,0,0,0,35142383,23,41
tracked-jyut-warm-reload,6,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,665,603,0,0,0,0,35142383,26,84
tracked-jyut-warm-reload,7,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,691,582,0,0,0,0,35142383,27,44
tracked-jyut-warm-reload,8,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,648,581,0,0,0,0,35142383,26,78
tracked-jyut-warm-reload,9,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,700,632,0,0,0,0,35142383,26,62
tracked-jyut-warm-reload,10,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,685,627,0,0,0,0,35142383,27,62
tracked-jyut-warm-reload,11,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,667,607,0,0,0,0,35142383,26,41
tracked-jyut-warm-reload,12,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,653,592,0,0,0,0,35142383,26,46
tracked-jyut-warm-reload,13,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,685,623,0,0,0,0,35142383,26,42
tracked-jyut-warm-reload,14,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,666,602,0,0,0,0,35142383,24,40
tracked-jyut-warm-reload,15,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,635,582,0,0,0,0,35142383,26,41
tracked-jyut-warm-reload,16,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,654,592,0,0,0,0,35142383,28,41
tracked-jyut-warm-reload,17,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,647,580,0,0,0,0,35142383,24,40
tracked-jyut-warm-reload,18,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,670,612,0,0,0,0,35142383,26,46
tracked-jyut-warm-reload,19,jyut6ping3_mobile,jyut6ping3,real-worker-warm-reload,false,670,620,0,0,0,0,35142383,27,45
tracked-jyut-warm-new-page,0,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,721,624,0,0,0,0,34860827,27,65
tracked-jyut-warm-new-page,1,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,686,578,0,0,0,0,34860827,25,39
tracked-jyut-warm-new-page,2,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,704,596,0,0,0,0,34860827,28,42
tracked-jyut-warm-new-page,3,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,688,587,0,0,0,0,34860827,28,62
tracked-jyut-warm-new-page,4,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,719,603,0,0,0,0,34860827,26,39
tracked-jyut-warm-new-page,5,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,737,623,0,0,0,0,34860827,26,41
tracked-jyut-warm-new-page,6,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,720,609,0,0,0,0,34860827,32,45
tracked-jyut-warm-new-page,7,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,704,598,0,0,0,0,34860827,26,48
tracked-jyut-warm-new-page,8,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,703,601,0,0,0,0,34860827,27,41
tracked-jyut-warm-new-page,9,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,704,592,0,0,0,0,34860827,27,63
tracked-jyut-warm-new-page,10,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,702,591,0,0,0,0,34860827,32,39
tracked-jyut-warm-new-page,11,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,737,623,0,0,0,0,34860827,26,41
tracked-jyut-warm-new-page,12,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,718,613,0,0,0,0,34860827,25,44
tracked-jyut-warm-new-page,13,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,737,624,0,0,0,0,34860827,25,59
tracked-jyut-warm-new-page,14,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,701,595,0,0,0,0,34860827,26,40
tracked-jyut-warm-new-page,15,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,704,601,0,0,0,0,34860827,27,60
tracked-jyut-warm-new-page,16,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,719,607,0,0,0,0,34860827,25,54
tracked-jyut-warm-new-page,17,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,684,572,0,0,0,0,34860827,26,62
tracked-jyut-warm-new-page,18,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,703,601,0,0,0,0,34860827,33,40
tracked-jyut-warm-new-page,19,jyut6ping3_mobile,jyut6ping3,real-worker-warm-new-page,false,720,611,0,0,0,0,34860827,25,63
tracked-mock-cold,0,luna_pinyin,luna_pinyin,mock-worker-cold,false,625,0,0,0,0,743347,742147,25,25
tracked-mock-cold,1,luna_pinyin,luna_pinyin,mock-worker-cold,false,646,0,0,0,0,743347,742147,26,26
tracked-mock-cold,2,luna_pinyin,luna_pinyin,mock-worker-cold,false,625,0,0,0,0,743347,742147,23,23
tracked-mock-cold,3,luna_pinyin,luna_pinyin,mock-worker-cold,false,633,0,0,0,0,743335,742135,26,26
tracked-mock-cold,4,luna_pinyin,luna_pinyin,mock-worker-cold,false,603,0,0,0,0,743347,742147,10,10
tracked-mock-cold,5,luna_pinyin,luna_pinyin,mock-worker-cold,false,610,0,0,0,0,743347,742147,26,26
tracked-mock-cold,6,luna_pinyin,luna_pinyin,mock-worker-cold,false,604,0,0,0,0,743347,742147,27,27
tracked-mock-cold,7,luna_pinyin,luna_pinyin,mock-worker-cold,false,605,0,0,0,0,743347,742147,24,24
tracked-mock-cold,8,luna_pinyin,luna_pinyin,mock-worker-cold,false,592,0,0,0,0,743347,742147,21,21
tracked-mock-cold,9,luna_pinyin,luna_pinyin,mock-worker-cold,false,609,0,0,0,0,743347,742147,27,27
tracked-mock-warm,0,luna_pinyin,luna_pinyin,mock-worker-warm,false,382,0,0,0,0,743347,742147,25,25
tracked-mock-warm,1,luna_pinyin,luna_pinyin,mock-worker-warm,false,394,0,0,0,0,743347,742147,25,25
tracked-mock-warm,2,luna_pinyin,luna_pinyin,mock-worker-warm,false,380,0,0,0,0,743347,742147,26,26
tracked-mock-warm,3,luna_pinyin,luna_pinyin,mock-worker-warm,false,384,0,0,0,0,743347,742147,25,25
tracked-mock-warm,4,luna_pinyin,luna_pinyin,mock-worker-warm,false,389,0,0,0,0,743347,742147,24,24
tracked-mock-warm,5,luna_pinyin,luna_pinyin,mock-worker-warm,false,376,0,0,0,0,743347,742147,25,25
tracked-mock-warm,6,luna_pinyin,luna_pinyin,mock-worker-warm,false,379,0,0,0,0,743347,742147,28,28
tracked-mock-warm,7,luna_pinyin,luna_pinyin,mock-worker-warm,false,385,0,0,0,0,743347,742147,26,26
tracked-mock-warm,8,luna_pinyin,luna_pinyin,mock-worker-warm,false,393,0,0,0,0,743347,742147,26,26
tracked-mock-warm,9,luna_pinyin,luna_pinyin,mock-worker-warm,false,372,0,0,0,0,743347,742147,10,10
tracked-mock-warm,10,luna_pinyin,luna_pinyin,mock-worker-warm,false,377,0,0,0,0,743347,742147,25,25
tracked-mock-warm,11,luna_pinyin,luna_pinyin,mock-worker-warm,false,381,0,0,0,0,743347,742147,23,23
tracked-mock-warm,12,luna_pinyin,luna_pinyin,mock-worker-warm,false,386,0,0,0,0,743347,742147,24,24
tracked-mock-warm,13,luna_pinyin,luna_pinyin,mock-worker-warm,false,371,0,0,0,0,743347,742147,25,25
tracked-mock-warm,14,luna_pinyin,luna_pinyin,mock-worker-warm,false,387,0,0,0,0,743347,742147,24,24
tracked-mock-warm,15,luna_pinyin,luna_pinyin,mock-worker-warm,false,378,0,0,0,0,743347,742147,25,25
tracked-mock-warm,16,luna_pinyin,luna_pinyin,mock-worker-warm,false,383,0,0,0,0,743347,742147,24,24
tracked-mock-warm,17,luna_pinyin,luna_pinyin,mock-worker-warm,false,391,0,0,0,0,743347,742147,25,25
tracked-mock-warm,18,luna_pinyin,luna_pinyin,mock-worker-warm,false,389,0,0,0,0,743347,742147,25,25
tracked-mock-warm,19,luna_pinyin,luna_pinyin,mock-worker-warm,false,385,0,0,0,0,743347,742147,24,24
public-luna-cold,0,luna_pinyin,luna_pinyin,real-worker-cold,true,874,271,2,20,0,5451034,5449834,40,173
public-luna-cold,1,luna_pinyin,luna_pinyin,real-worker-cold,true,867,264,2,20,0,5451034,5449834,28,157
public-luna-cold,2,luna_pinyin,luna_pinyin,real-worker-cold,true,878,260,2,20,0,5451034,5449834,100,132
public-luna-cold,3,luna_pinyin,luna_pinyin,real-worker-cold,true,879,276,2,20,0,5451034,5449834,29,172
public-luna-cold,4,luna_pinyin,luna_pinyin,real-worker-cold,true,883,260,2,20,0,5451034,5449834,40,125
public-luna-cold,5,luna_pinyin,luna_pinyin,real-worker-cold,true,858,263,2,20,0,5451034,5449834,28,160
public-luna-cold,6,luna_pinyin,luna_pinyin,real-worker-cold,true,867,269,2,20,0,5451034,5449834,27,177
public-luna-cold,7,luna_pinyin,luna_pinyin,real-worker-cold,true,857,257,2,20,0,5451034,5449834,98,171
public-luna-cold,8,luna_pinyin,luna_pinyin,real-worker-cold,true,853,264,2,20,0,5451034,5449834,97,151
public-luna-cold,9,luna_pinyin,luna_pinyin,real-worker-cold,true,863,263,2,20,0,5451034,5449834,64,101
public-jyut-cold,0,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1291,671,1,36,0,34861967,34860767,26,41
public-jyut-cold,1,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1297,661,1,36,0,34861967,34860767,26,40
public-jyut-cold,2,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1292,690,1,36,0,34861955,34860755,26,41
public-jyut-cold,3,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1286,657,1,36,0,34861967,34860767,26,45
public-jyut-cold,4,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1275,684,1,36,0,34861955,34860755,26,45
public-jyut-cold,5,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1295,683,1,36,0,34861944,34860744,25,41
public-jyut-cold,6,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1349,749,1,36,0,34861967,34860767,26,44
public-jyut-cold,7,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1306,687,1,36,0,34861955,34860755,26,46
public-jyut-cold,8,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1281,680,1,36,0,34861967,34860767,26,39
public-jyut-cold,9,jyut6ping3_mobile,jyut6ping3,real-worker-cold,true,1278,671,1,36,0,34861967,34860767,29,41
