"engine","track","schema_id","input","iterations","table_path","prism_path","selected_storage","table_mapping_mode","prism_mapping_mode","raw_prism_median_us","raw_prism_code_count","raw_table_median_us","raw_table_lookup_codes","raw_table_candidate_count","translator_median_us","real_prism_lookup_median_us","candidate_materialization_median_us","candidate_sort_median_us","filter_pipeline_median_us","ranker_pipeline_median_us","context_export_median_us","abi_c_string_allocation_median_us","free_context_median_us","rsmarisa_exact_lookup_calls_per_op","rsmarisa_prefix_lookup_calls_per_op","owned_candidates_per_op","context_page_candidates_per_op","abi_c_string_allocations_per_op","abi_c_string_bytes_per_op"
"yune","track-a-comparison","luna_pinyin","n","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.200","26","149.800","n|na|nai|nan|nang|nao|ne|nei|nen|neng|ni|nia|nian|niang|niao|nie|nin|ning|niu|nong|nou|nu|nuan|nun|nuo|nv|nve","1260","68.300","0.200","0.900","0.000","1.300","0.000","1.400","0.400","0.100","1.000","1.000","20.000","5.000","12.000","41.000"
"yune","track-a-comparison","luna_pinyin","ni","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.100","1","17.400","ni","182","51.500","0.150","0.950","0.050","1.300","0.000","1.400","0.250","0.100","1.000","0.500","20.000","2.500","6.000","21.000"
"yune","track-a-comparison","luna_pinyin","h","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.200","19","278.900","h|ha|hai|han|hang|hao|he|hei|hen|heng|hong|hou|hu|hua|huai|huan|huang|hui|hun|huo","2664","41.800","0.200","1.000","0.000","1.500","0.000","1.400","0.400","0.100","1.000","1.000","20.000","5.000","12.000","62.000"
"yune","track-a-comparison","luna_pinyin","ha","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","1","1.200","ha","9","34.300","0.100","1.000","0.050","1.400","0.000","1.400","0.250","0.100","1.000","1.000","20.000","2.500","6.000","31.500"
"yune","track-a-comparison","luna_pinyin","hao","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","1","13.800","hao","139","33.833","0.100","1.000","0.033","1.233","0.000","1.400","0.133","0.100","1.000","0.667","20.000","1.667","4.000","16.000"
"yune","track-a-comparison","luna_pinyin","z","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.300","37","431.700","z|za|zai|zan|zang|zao|ze|zei|zen|zeng|zha|zhai|zhan|zhang|zhao|zhe|zhei|zhen|zheng|zhi|zhong|zhou|zhu|zhua|zhuai|zhuan|zhuang|zhui|zhun|zhuo|zi|zong|zou|zu|zuan|zui|zun|zuo","4036","70.000","0.300","0.900","0.000","1.300","0.000","1.400","0.400","0.100","1.000","1.000","20.000","5.000","12.000","41.000"
"yune","track-a-comparison","luna_pinyin","zh","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.200","20","291.600","zh|zha|zhai|zhan|zhang|zhao|zhe|zhei|zhen|zheng|zhi|zhong|zhou|zhu|zhua|zhuai|zhuan|zhuang|zhui|zhun|zhuo","2776","70.400","0.250","0.950","0.050","1.250","0.000","1.400","0.200","0.100","1.000","1.000","20.000","2.500","6.000","23.500"
"yune","track-a-comparison","luna_pinyin","zho","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","2","28.800","zho|zhong|zhou","282","64.267","0.167","0.967","0.033","1.267","0.033","1.500","0.167","0.100","1.000","1.000","20.000","1.667","4.000","19.333"
"yune","track-a-comparison","luna_pinyin","zhon","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.100","1","12.100","zhon|zhong","114","62.100","0.150","0.950","0.025","1.275","0.025","1.500","0.100","0.100","1.000","1.000","20.000","1.250","3.000","14.750"
"yune","track-a-comparison","luna_pinyin","zhong","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.100","1","11.500","zhong","114","55.220","0.140","0.920","0.040","1.260","0.020","1.500","0.080","0.100","1.000","0.800","20.000","1.000","2.400","12.000"
"yune","track-a-comparison","luna_pinyin","zhongg","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","1.100","zhongg","0","54.367","0.117","0.933","0.033","1.283","0.017","1.500","0.067","0.100","1.000","0.833","20.000","0.833","2.000","18.667"
"yune","track-a-comparison","luna_pinyin","zhongguo","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","2.200","zhongguo","4","56.575","0.100","0.988","0.037","1.363","0.025","1.600","0.062","0.100","1.000","0.875","20.000","0.625","1.500","15.125"
"yune","track-a-comparison","luna_pinyin","cszysmsrsd","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","0.800","cszysmsrsd","0","4117.900","2.070","0.110","0.040","1.020","0.020","3.300","0.060","0.400","1.000","1.000","2.000","0.500","0.700","13.400"
"yune","track-a-comparison","luna_pinyin","zybfshmsru","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","0.800","zybfshmsru","0","4235.130","2.800","0.110","0.040","1.050","0.030","3.600","0.070","0.500","1.000","1.000","2.000","0.500","0.700","12.000"
"yune","track-a-comparison","luna_pinyin","ceshiyixiachangjushuruxingnengzenyang","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","29.500","ceshiyixiachangjushuruxingnengzenyang","0","281.686","0.046","0.154","0.032","0.730","0.022","1.700","0.011","0.200","1.000","0.973","3.108","0.135","0.189","7.027"
"yune","track-a-comparison","luna_pinyin","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","70","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.table.bin","C:\Users\laubonghaudoi\Documents\GitHub\yune\target\native-inprocess\fresh-native\track-a-yune\user\build\luna_pinyin.prism.bin","rsmarisa_byte_backed","mmap","mmap","0.000","0","36.100","zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong","0","478.234","0.069","0.098","0.029","0.775","0.022","3.000","0.008","0.300","1.000","0.983","1.949","0.085","0.119","6.915"
